-3.0;1.2;-1.0;354.4;21.0;8.2;0.0
-3.0;1.1;-1.1;0.2;35.3;5.0;0.5
-2.9;1.1;-1.2;1.0;53.6;1.7;1.0
-2.4;1.2;-1.5;353.1;56.3;7.6;1.5
-2.5;1.2;-1.5;347.5;40.3;11.4;2.0
-2.6;1.5;-1.4;284.3;105.8;278.0;2.5
-2.6;1.9;-1.3;320.3;162.3;173.6;3.0
-2.8;1.9;-1.1;298.0;169.9;140.0;3.5
-2.5;1.9;-1.4;350.1;157.3;172.3;4.0
-2.7;1.9;-1.2;302.4;154.8;151.9;4.5
-2.4;1.8;-1.4;343.6;149.5;177.8;5.0
-2.8;1.9;-1.2;310.0;132.7;159.7;5.5
-2.5;1.8;-1.4;349.3;142.0;176.5;6.0
-2.7;1.8;-1.2;313.9;121.5;171.6;6.5
-2.6;1.6;-1.2;310.5;116.3;211.5;7.0
-2.7;1.4;-1.2;299.1;78.5;271.7;7.5
-2.6;1.2;-1.2;309.1;41.6;314.0;8.0
-2.6;1.1;-1.1;317.7;33.5;326.9;8.5
-2.7;1.1;-1.0;324.4;32.1;330.0;9.0
-2.6;1.1;-1.0;329.5;27.3;332.6;9.5
-2.5;1.1;-0.9;323.8;37.2;327.2;10.0
-2.4;1.1;-0.7;333.8;28.1;336.2;10.5
-2.4;1.1;-0.7;332.2;28.4;341.1;11.0
-2.4;1.1;-0.7;332.4;26.9;340.8;11.5
-2.4;1.1;-0.7;334.7;29.4;345.1;12.0
-2.4;1.1;-0.7;330.6;26.2;344.1;12.5
-2.3;1.0;-0.7;337.3;29.3;349.2;13.0
-2.4;1.1;-0.7;329.6;18.5;346.6;13.5
-2.5;1.1;-0.7;330.7;11.3;346.8;14.0
-2.5;1.1;-0.7;330.8;12.7;348.1;14.5
-2.5;1.1;-0.7;333.1;16.8;347.9;15.0
-2.5;1.1;-0.7;326.8;11.1;1.8;15.5
-2.6;1.1;-0.8;332.8;358.5;1.5;16.0
-2.7;1.4;-0.8;306.5;313.9;42.8;16.5
-2.7;1.2;-0.8;318.3;332.0;21.9;17.0
-2.8;1.0;-1.0;345.2;320.3;5.9;17.5
-3.0;0.9;-1.2;353.5;300.8;354.1;18.0
-3.0;0.9;-1.4;357.1;283.6;351.8;18.5
-3.4;0.9;-1.5;357.7;277.0;352.3;19.0
-3.4;0.9;-1.5;357.0;283.4;353.3;19.5
-3.4;0.9;-1.4;358.5;298.4;353.0;20.0
-3.6;0.9;-1.2;358.1;297.9;352.7;20.5
-3.7;0.9;-1.3;357.4;287.1;350.1;21.0
-3.6;0.9;-1.4;2.1;284.4;353.2;21.5
-4.2;1.0;-1.7;357.2;280.4;354.5;22.0
-4.1;1.0;-1.6;349.9;310.8;357.7;22.5
-4.1;1.2;-1.3;322.2;320.3;17.4;23.0
-4.1;1.3;-1.1;312.5;323.8;10.5;23.5
-4.0;1.2;-1.1;312.0;336.5;356.2;24.0
-3.9;1.2;-1.0;315.2;348.8;352.2;24.5
-3.9;1.2;-1.1;318.2;346.5;355.3;25.0
-4.0;1.2;-1.1;318.1;341.2;356.2;25.5
-4.1;1.3;-1.1;311.9;332.3;354.9;26.0
-4.2;1.3;-1.1;312.4;327.3;352.6;26.5
-4.1;1.3;-1.1;312.3;338.2;352.5;27.0
-3.9;1.3;-1.0;308.9;354.9;357.2;27.5
-3.9;1.3;-1.1;313.3;356.4;356.5;28.0
-4.0;1.2;-1.2;320.2;343.1;2.1;28.5
-4.0;1.2;-1.4;326.6;341.9;4.9;29.0
-3.9;1.2;-1.3;326.4;350.7;8.4;29.5
-3.9;1.1;-1.4;334.2;357.0;9.9;30.0
-4.0;1.1;-1.4;337.1;336.0;6.3;30.5
-3.9;1.1;-1.3;343.8;332.4;6.6;31.0
-3.9;1.1;-1.3;332.5;335.4;352.9;31.5
-4.0;1.1;-1.5;332.2;319.8;353.9;32.0
-3.9;1.2;-1.5;330.8;322.8;356.4;32.5
-3.9;1.1;-1.5;332.2;328.1;359.0;33.0
-4.1;1.4;-1.7;284.3;334.3;288.5;33.5
-3.8;1.1;-2.0;336.0;210.0;336.1;34.0
-3.7;1.0;-2.1;350.7;198.3;331.4;34.5
-2.8;1.0;-3.8;353.3;197.3;332.0;35.0
-2.9;1.0;-3.8;354.3;203.8;332.2;35.5
-3.2;1.0;-4.4;353.0;217.2;333.6;36.0
-3.3;1.0;-4.4;356.0;230.3;334.0;36.5
-3.2;1.0;-4.8;355.8;225.3;334.3;37.0
-3.3;1.0;-4.8;355.8;238.7;335.1;37.5
-3.4;1.0;-4.7;353.9;260.8;336.9;38.0
-3.5;1.0;-4.5;335.7;290.9;339.7;38.5
-3.5;1.1;-4.3;326.8;303.4;344.8;39.0
-3.6;1.2;-4.2;316.4;316.7;347.6;39.5
-3.7;1.2;-4.3;314.8;322.9;338.6;40.0
-3.8;1.2;-4.3;306.9;341.3;309.8;40.5
-3.7;1.3;-4.1;314.1;30.6;266.5;41.0
-3.7;1.3;-3.8;333.5;19.0;272.8;41.5
-3.8;1.2;-3.8;338.3;14.0;279.5;42.0
-3.8;1.1;-3.8;334.2;7.7;292.5;42.5
-3.8;1.1;-3.9;332.9;3.5;297.5;43.0
-3.7;1.1;-3.9;329.7;359.8;307.4;43.5
-3.7;1.1;-4.0;329.4;348.7;321.9;44.0
-3.7;1.1;-4.1;328.9;347.6;327.3;44.5
-3.7;1.1;-4.1;328.4;344.8;329.9;45.0
-3.7;1.1;-4.1;328.3;337.7;333.1;45.5
-3.7;1.1;-4.3;328.4;333.5;332.8;46.0
-3.7;1.1;-4.3;327.9;342.9;333.7;46.5
-3.7;1.2;-4.3;316.7;332.4;325.3;47.0
-3.9;1.5;-4.3;303.6;4.0;257.1;47.5
-4.0;1.6;-4.3;308.7;316.3;301.7;48.0
-3.8;1.5;-4.2;322.9;356.9;283.4;48.5
-3.6;1.3;-4.1;328.5;8.8;314.1;49.0
-3.4;1.3;-4.0;323.3;41.6;309.2;49.5
-3.4;1.4;-4.1;321.9;56.2;302.2;50.0
-3.4;1.3;-4.1;320.8;54.3;311.1;50.5
-3.3;1.2;-4.2;340.1;54.7;335.1;51.0
-3.2;1.1;-4.2;346.0;33.0;352.2;51.5
-3.1;1.0;-4.2;1.0;43.5;350.9;52.0
-2.9;1.0;-4.2;0.2;63.2;351.6;52.5
-2.8;1.0;-4.2;348.9;87.3;347.7;53.0
-2.9;0.9;-4.2;3.5;75.4;350.3;53.5
-2.7;0.9;-4.1;1.4;74.7;351.9;54.0
-2.6;1.0;-4.1;352.7;72.0;353.6;54.5
-2.6;1.0;-4.1;347.4;62.6;353.0;55.0
-2.6;1.0;-4.0;340.9;60.1;349.8;55.5
-2.6;1.0;-4.0;344.8;58.7;352.4;56.0
-2.5;1.1;-4.2;339.5;81.2;1.6;56.5
-2.5;1.1;-4.3;335.6;93.3;7.6;57.0
-2.6;1.1;-4.1;339.2;72.8;0.7;57.5
-2.8;0.9;-4.0;358.8;34.7;346.7;58.0
-3.0;1.0;-3.7;355.5;31.3;348.1;58.5
-2.9;1.0;-3.8;352.2;43.4;349.3;59.0
-2.8;1.0;-3.8;351.5;51.3;349.1;59.5
-2.7;1.0;-4.0;345.9;67.1;353.2;60.0
-2.6;1.0;-4.0;342.4;81.8;357.1;60.5
-2.6;1.1;-4.1;337.1;98.7;2.8;61.0
-2.6;1.1;-4.0;329.4;97.6;2.5;61.5
-2.6;1.1;-3.8;326.4;85.0;354.6;62.0
-2.7;1.2;-3.7;329.9;56.5;347.7;62.5
-2.7;1.2;-3.8;327.7;52.1;348.0;63.0
-2.6;1.2;-3.8;323.7;66.2;355.9;63.5
-2.6;1.2;-3.9;319.6;83.3;1.7;64.0
-2.6;1.2;-3.8;315.9;82.2;359.0;64.5
-2.3;1.4;-3.8;315.8;113.4;289.8;65.0
-2.3;1.1;-3.7;336.0;85.3;312.5;65.5
-2.5;1.2;-3.7;309.1;62.7;342.6;66.0
-2.6;1.6;-3.8;289.9;303.4;162.9;66.5
-2.6;1.7;-3.9;306.8;273.1;209.7;67.0
-2.6;1.7;-3.8;299.7;270.3;203.4;67.5
-2.5;1.7;-3.8;293.7;271.8;195.4;68.0
-2.6;1.7;-3.8;300.7;260.0;214.0;68.5
-2.6;1.7;-3.9;306.6;256.0;223.7;69.0
-2.6;1.7;-3.8;297.7;257.8;216.2;69.5
-2.6;1.7;-3.8;293.2;256.4;215.0;70.0
-2.6;1.7;-3.8;300.7;253.3;224.0;70.5
-2.6;1.7;-3.8;292.6;259.6;213.8;71.0
-2.6;1.7;-3.8;290.0;258.4;207.9;71.5
-2.7;1.7;-3.8;298.1;251.0;224.2;72.0
-2.5;1.5;-3.9;324.7;158.0;206.1;72.5
-2.4;1.4;-3.9;345.7;150.4;218.7;73.0
-2.4;1.4;-3.6;334.5;118.6;213.3;73.5
-2.3;1.3;-4.0;347.5;149.1;223.8;74.0
-2.4;1.2;-3.8;345.9;130.6;228.8;74.5
-2.4;1.2;-3.7;343.6;112.8;234.0;75.0
-2.4;1.2;-3.9;341.4;137.3;230.8;75.5
-2.6;1.1;-3.8;350.4;112.3;256.9;76.0
-2.8;1.5;-3.7;313.2;124.5;191.4;76.5
-2.8;1.4;-3.7;303.7;61.1;291.8;77.0
-2.8;1.3;-3.8;319.4;39.6;338.6;77.5
-3.0;1.5;-3.7;299.9;292.2;76.8;78.0
-2.9;1.6;-3.8;299.1;294.2;127.1;78.5
-2.8;1.4;-3.7;312.8;353.4;58.4;79.0
-2.6;1.2;-3.6;342.0;15.9;44.0;79.5
-2.4;1.2;-3.5;341.2;17.3;26.7;80.0
-2.7;1.3;-3.6;328.2;351.1;49.4;80.5
-2.9;1.4;-3.6;317.5;314.9;69.2;81.0
-2.7;1.3;-3.6;334.9;0.1;45.7;81.5
-2.5;1.3;-3.6;331.7;11.8;27.9;82.0
-2.7;1.2;-3.6;340.1;5.2;20.9;82.5
-2.7;1.4;-3.7;311.6;27.1;8.9;83.0
-2.7;1.4;-3.8;295.5;50.7;341.8;83.5
-2.7;1.3;-3.8;309.9;45.2;358.7;84.0
-2.6;1.2;-3.7;311.0;57.1;317.1;84.5
-2.9;1.2;-3.6;312.8;11.1;331.2;85.0
-2.8;1.3;-3.7;306.2;29.7;339.1;85.5
-2.6;1.3;-3.8;316.0;63.0;338.9;86.0
-2.5;1.2;-3.9;330.5;68.7;343.5;86.5
-2.7;1.2;-3.8;327.4;57.1;343.6;87.0
-2.7;1.3;-3.7;317.8;44.7;336.7;87.5
-2.6;1.2;-3.8;332.7;47.1;354.3;88.0
-2.4;1.2;-3.9;338.1;60.5;10.3;88.5
-2.6;1.3;-3.8;333.2;41.9;9.9;89.0
-2.6;1.4;-3.8;306.1;28.7;1.2;89.5
-2.6;1.4;-3.8;299.3;78.7;291.6;90.0
-2.6;1.5;-3.8;296.0;113.4;269.3;90.5
-2.6;1.3;-3.7;318.8;35.4;337.6;91.0
-2.6;1.3;-3.8;329.0;34.3;353.4;91.5
-2.7;1.4;-3.8;313.7;40.6;335.5;92.0
-2.7;1.6;-3.9;289.8;115.9;241.9;92.5
-2.8;1.7;-3.9;296.7;134.7;216.5;93.0
-2.8;1.7;-4.0;298.9;142.7;207.5;93.5
-2.7;1.9;-3.9;329.7;135.9;171.4;94.0
-2.8;2.0;-3.9;325.8;120.4;161.9;94.5
-2.7;2.0;-3.9;339.7;121.0;162.5;95.0
-2.7;2.0;-3.8;333.2;117.7;164.4;95.5
-2.8;2.1;-3.8;323.4;114.5;163.3;96.0
-2.7;2.0;-3.8;334.9;119.4;164.1;96.5
-2.8;2.0;-3.9;321.1;145.2;169.0;97.0
-2.9;1.9;-4.1;324.8;175.1;207.8;97.5
-2.9;1.9;-4.1;337.3;173.6;244.1;98.0
-2.9;1.9;-4.1;348.2;178.2;253.0;98.5
-2.9;1.9;-4.1;351.6;181.4;240.4;99.0
-2.8;1.9;-4.1;352.2;179.1;241.0;99.5
-2.8;1.9;-4.1;345.1;173.2;249.2;100.0
-2.7;1.9;-4.0;341.8;163.5;245.4;100.5
-2.6;1.7;-4.0;348.0;176.3;249.6;101.0
-2.4;1.4;-4.2;357.5;195.9;264.4;101.5
-2.1;1.1;-4.3;16.1;215.7;264.7;102.0
-2.0;1.0;-4.4;20.3;237.7;267.4;102.5
-2.0;0.9;-4.4;12.7;234.8;262.1;103.0
-2.2;1.2;-4.2;310.1;144.2;317.0;103.5
-2.4;1.1;-3.9;331.5;61.1;322.5;104.0
-2.8;1.0;-3.7;342.0;31.1;304.9;104.5
-3.0;0.8;-3.7;5.7;23.9;289.3;105.0
-2.9;0.9;-3.7;4.2;29.4;291.9;105.5
